            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2604351.877083333, A.D. 2418-May-16 09:03:00.0000,  2.792060518795061E+08,  1.735824380001717E+08, -6.564508724348963E+07,
2604716.877083333, A.D. 2419-May-16 09:03:00.0000,  2.806698638911434E+08,  1.720932179154313E+08, -6.571269099554878E+07,
2605082.877083333, A.D. 2420-May-16 09:03:00.0000,  2.789779563495392E+08,  1.736268452107630E+08, -6.569794146579739E+07,
2605447.877083333, A.D. 2421-May-16 09:03:00.0000,  2.803743580477425E+08,  1.721667224481136E+08, -6.575709113312221E+07,
2605812.877083333, A.D. 2422-May-16 09:03:00.0000,  2.817599989520538E+08,  1.707172170332864E+08, -6.581025885003956E+07,
2606177.877083333, A.D. 2423-May-16 09:03:00.0000,  2.831290159394853E+08,  1.692334665809538E+08, -6.586503287225737E+07,
2606543.877083333, A.D. 2424-May-16 09:03:00.0000,  2.814645336505664E+08,  1.707363528025259E+08, -6.585417309875029E+07,
2606908.877083333, A.D. 2425-May-16 09:03:00.0000,  2.828519652695982E+08,  1.692793902883126E+08, -6.590451766922595E+07,
2607273.877083333, A.D. 2426-May-16 09:03:00.0000,  2.842177406914710E+08,  1.678021807901329E+08, -6.594602864771042E+07,
2607638.877083333, A.D. 2427-May-16 09:03:00.0000,  2.855660675846203E+08,  1.663152279982431E+08, -6.598276281565397E+07,
2608004.877083333, A.D. 2428-May-16 09:03:00.0000,  2.838775314965665E+08,  1.678495262685524E+08, -6.597245858536200E+07,
2608369.877083333, A.D. 2429-May-16 09:03:00.0000,  2.851960792444527E+08,  1.663631844459381E+08, -6.600744167710893E+07,
2608734.877083333, A.D. 2430-May-16 09:03:00.0000,  2.865183839290243E+08,  1.649007626538551E+08, -6.604093810796957E+07,
2609099.877083333, A.D. 2431-May-16 09:03:00.0000,  2.878360126377761E+08,  1.634276226926304E+08, -6.607580890105313E+07,
2609465.877083333, A.D. 2432-May-16 09:03:00.0000,  2.861783555971841E+08,  1.649631991109914E+08, -6.607169479500015E+07,
2609830.877083333, A.D. 2433-May-16 09:03:00.0000,  2.874685741717250E+08,  1.634913141837740E+08, -6.609322586718906E+07,
2610195.877083333, A.D. 2434-May-16 09:03:00.0000,  2.887472965693785E+08,  1.619782013640632E+08, -6.610870461787269E+07,
2610560.877083333, A.D. 2435-May-16 09:03:00.0000,  2.900408914207298E+08,  1.604435546505265E+08, -6.612506046511702E+07,
2610926.877083333, A.D. 2436-May-16 09:03:00.0000,  2.883973696418865E+08,  1.619732516097608E+08, -6.612329169873405E+07,
2611291.877083333, A.D. 2437-May-16 09:03:00.0000,  2.896478856106092E+08,  1.605022131127484E+08, -6.613848321417818E+07,
2611656.877083333, A.D. 2438-May-16 09:03:00.0000,  2.908794268711024E+08,  1.590643698520307E+08, -6.614438808934762E+07,
2612021.877083333, A.D. 2439-May-16 09:03:00.0000,  2.920953126206648E+08,  1.575986183082830E+08, -6.615088034073287E+07,
2612387.877083333, A.D. 2440-May-16 09:03:00.0000,  2.904386132507235E+08,  1.591394057351923E+08, -6.615145665067562E+07,
2612752.877083333, A.D. 2441-May-16 09:03:00.0000,  2.916698368006828E+08,  1.576393548294968E+08, -6.615207741016950E+07,
2613117.877083333, A.D. 2442-May-16 09:03:00.0000,  2.928887100860373E+08,  1.561249957059819E+08, -6.614915441814891E+07,
2613482.877083333, A.D. 2443-May-16 09:03:00.0000,  2.941055479828234E+08,  1.546130762290203E+08, -6.614323796473978E+07,
2613848.877083333, A.D. 2444-May-16 09:03:00.0000,  2.924494211983857E+08,  1.561996000731944E+08, -6.614742716490079E+07,
2614213.877083333, A.D. 2445-May-16 09:03:00.0000,  2.935932432043000E+08,  1.547296397553799E+08, -6.613796344803374E+07,
2614578.877083333, A.D. 2446-May-16 09:03:00.0000,  2.947482726981995E+08,  1.532548011322467E+08, -6.612316576363613E+07,
2614943.877083333, A.D. 2447-May-16 09:03:00.0000,  2.959088698121727E+08,  1.517571587629548E+08, -6.610846459969592E+07,
2615309.877083333, A.D. 2448-May-16 09:03:00.0000,  2.942861005007427E+08,  1.533069193582361E+08, -6.611832246637358E+07,
2615674.877083333, A.D. 2449-May-16 09:03:00.0000,  2.954545813785812E+08,  1.518255408753264E+08, -6.610010493537495E+07,
2616039.877083333, A.D. 2450-May-16 09:03:00.0000,  2.965816670305564E+08,  1.503460170179098E+08, -6.607278679722462E+07,
2616404.877083333, A.D. 2451-May-16 09:03:00.0000,  2.977027630434678E+08,  1.488367260795067E+08, -6.604464152013496E+07,
2616770.877083333, A.D. 2452-May-16 09:03:00.0000,  2.960616574940032E+08,  1.504192007776907E+08, -6.605446525766660E+07,
2617135.877083333, A.D. 2453-May-16 09:03:00.0000,  2.971796852698646E+08,  1.488979850589117E+08, -6.602668430701825E+07,
2617500.877083333, A.D. 2454-May-16 09:03:00.0000,  2.983030232994124E+08,  1.473940633271751E+08, -6.599563519994377E+07,
2617865.877083333, A.D. 2455-May-16 09:03:00.0000,  2.994139630740877E+08,  1.458952903775876E+08, -6.595840569900420E+07,
2618231.877083333, A.D. 2456-May-16 09:03:00.0000,  2.977893879388342E+08,  1.474760559421686E+08, -6.597340964626541E+07,
2618596.877083333, A.D. 2457-May-16 09:03:00.0000,  2.988697327478920E+08,  1.459724293329065E+08, -6.592947728289325E+07,
2618961.877083333, A.D. 2458-May-16 09:03:00.0000,  2.999365948983996E+08,  1.444434822286553E+08, -6.588306416699262E+07,
2619326.877083333, A.D. 2459-May-16 09:03:00.0000,  3.010116074501892E+08,  1.428887671515398E+08, -6.583466182910638E+07,
2619692.877083333, A.D. 2460-May-16 09:03:00.0000,  2.994234021759483E+08,  1.444518418297109E+08, -6.585307133535296E+07,
2620057.877083333, A.D. 2461-May-16 09:03:00.0000,  3.005083020510347E+08,  1.429083811184897E+08, -6.580345470648042E+07,
2620422.877083333, A.D. 2462-May-16 09:03:00.0000,  3.015682811096245E+08,  1.413743578202957E+08, -6.574636684232282E+07,
2620787.877083333, A.D. 2463-May-16 09:03:00.0000,  3.026180026009759E+08,  1.398108830113233E+08, -6.568480268677516E+07,
2621153.877083333, A.D. 2464-May-16 09:03:00.0000,  3.010296845691181E+08,  1.413454204882008E+08, -6.570311462889530E+07,
2621518.877083333, A.D. 2465-May-16 09:03:00.0000,  3.020780911079449E+08,  1.397853916301647E+08, -6.564050352584755E+07,
2621883.877083333, A.D. 2466-May-16 09:03:00.0000,  3.031228395690819E+08,  1.382264787830687E+08, -6.557968550770519E+07,
2622248.877083333, A.D. 2467-May-16 09:03:00.0000,  3.041539607166613E+08,  1.366484249695095E+08, -6.550889199071298E+07,
2622614.877083333, A.D. 2468-May-16 09:03:00.0000,  3.025823260140963E+08,  1.381978295801665E+08, -6.552967565508030E+07,
2622979.877083333, A.D. 2469-May-16 09:03:00.0000,  3.035916746309531E+08,  1.366083439589674E+08, -6.545023550449383E+07,
2623344.877083333, A.D. 2470-May-16 09:03:00.0000,  3.046025806717934E+08,  1.349953797035617E+08, -6.536730623711502E+07,
2623709.877083333, A.D. 2471-May-16 09:03:00.0000,  3.056143735482711E+08,  1.333642130616108E+08, -6.528081165088312E+07,
2624075.877083333, A.D. 2472-May-16 09:03:00.0000,  3.040729146456004E+08,  1.348791343462663E+08, -6.530556988796829E+07,
2624440.877083333, A.D. 2473-May-16 09:03:00.0000,  3.050662641674751E+08,  1.333032154453631E+08, -6.522024548416252E+07,
2624805.877083333, A.D. 2474-May-16 09:03:00.0000,  3.060529358492877E+08,  1.317118498415582E+08, -6.513376325549760E+07,
2625170.877083333, A.D. 2475-May-16 09:03:00.0000,  3.070241126189786E+08,  1.300447013447447E+08, -6.503421049371100E+07,
2625536.877083333, A.D. 2476-May-16 09:03:00.0000,  3.055059613167984E+08,  1.314954083891736E+08, -6.505357969958805E+07,
2625901.877083333, A.D. 2477-May-16 09:03:00.0000,  3.064874290471298E+08,  1.298186155588676E+08, -6.494871352272242E+07,
2626266.877083333, A.D. 2478-May-16 09:03:00.0000,  3.074607466193924E+08,  1.281444452371992E+08, -6.484179006500219E+07,
2626631.877083333, A.D. 2479-May-16 09:03:00.0000,  3.084176559765464E+08,  1.264725823098966E+08, -6.472761153578837E+07,
2626997.877083333, A.D. 2480-May-16 09:03:00.0000,  3.068858840021185E+08,  1.279638351460142E+08, -6.475246399181058E+07,
2627362.877083333, A.D. 2481-May-16 09:03:00.0000,  3.077968362544295E+08,  1.263239483459153E+08, -6.463543865310500E+07,
2627727.877083333, A.D. 2482-May-16 09:03:00.0000,  3.087287690970304E+08,  1.246540966718498E+08, -6.451839933379104E+07,
2628092.877083333, A.D. 2483-May-16 09:03:00.0000,  3.096492388349644E+08,  1.229278628033689E+08, -6.438984750364047E+07,
2628458.877083333, A.D. 2484-May-16 09:03:00.0000,  3.081763363449423E+08,  1.243455629528610E+08, -6.441303803733636E+07,
2628823.877083333, A.D. 2485-May-16 09:03:00.0000,  3.090883239294747E+08,  1.226517132759816E+08, -6.427859381171732E+07,
2629188.877083333, A.D. 2486-May-16 09:03:00.0000,  3.099712008973350E+08,  1.209479589194060E+08, -6.414126715823711E+07,
2629553.877083333, A.D. 2487-May-16 09:03:00.0000,  3.108466811057112E+08,  1.192066353788531E+08, -6.399626601983979E+07,
2629919.877083333, A.D. 2488-May-16 09:03:00.0000,  3.093573940137696E+08,  1.206150667346438E+08, -6.402048048758505E+07,
2630284.877083333, A.D. 2489-May-16 09:03:00.0000,  3.102206329000516E+08,  1.189057308668116E+08, -6.387705617304769E+07,
2630649.877083333, A.D. 2490-May-16 09:03:00.0000,  3.110937934829788E+08,  1.171923868215012E+08, -6.372822664643840E+07,
2631014.877083333, A.D. 2491-May-16 09:03:00.0000,  3.119311308715951E+08,  1.154578124777878E+08, -6.357113679463159E+07,
2631380.877083333, A.D. 2492-May-16 09:03:00.0000,  3.104563831249470E+08,  1.168486646643653E+08, -6.359063982566327E+07,
2631745.877083333, A.D. 2493-May-16 09:03:00.0000,  3.112723575910084E+08,  1.150932392332416E+08, -6.342295489479177E+07,
2632110.877083333, A.D. 2494-May-16 09:03:00.0000,  3.120808238807847E+08,  1.133221050138222E+08, -6.325396455571521E+07,
2632475.877083333, A.D. 2495-May-16 09:03:00.0000,  3.128941749646987E+08,  1.115235606901791E+08, -6.307702295285662E+07,
2632841.877083333, A.D. 2496-May-16 09:03:00.0000,  3.114657740153742E+08,  1.128611233271569E+08, -6.309787621623150E+07,
2633206.877083333, A.D. 2497-May-16 09:03:00.0000,  3.122538257320760E+08,  1.110916336162384E+08, -6.291718080325511E+07,
2633571.877083333, A.D. 2498-May-16 09:03:00.0000,  3.130348061638816E+08,  1.092923018781355E+08, -6.272748492208605E+07,
2633936.877083333, A.D. 2499-May-16 09:03:00.0000,  3.137863182755151E+08,  1.074605773444975E+08, -6.253089826832480E+07,
2634301.877083333, A.D. 2500-May-16 09:03:00.0000,  3.145199988821230E+08,  1.056119914601381E+08, -6.232670506248306E+07,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (km)
      Y      Y-component of position vector (km)
      Z      Z-component of position vector (km)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
